asa_grav [m²/g],asa_vol [m²/cm³],av_vf,pore_volume [cm³/g],density [g/cm³],nexc [wt. %],uptake_grav [wt. %],uptake_vol [g H2/L],metal1,metal2,metal3,csd_ref,name1,name2,name3,oms,lcd [Å],pld [Å],LFPD [Å]
1956.93,1577.17,0.66,0.82,0.81,3.78,5.16,43.87,Cr,Cu,,JEDKEJ,"[""bis(2-pyridylmethyl)amine""]","[""Cyano"", ""dicyano""]",,No,11.83,6.93,11.82
3748.72,2428.58,0.73,1.13,0.65,6.03,7.61,53.32,Co,Cr,,ULASAD,"[""4,4'-ethene-1,2-diyldipyridine"", ""1,2-bis(4-pyridyl)ethene"", ""4,4'-(ethene-1,2-diyl)dipyridine""]","[""Cyano"", ""dicyano""]",,Yes,8.38,6.51,8.18
4016,2992.97,0.79,1.06,0.75,6.36,7.65,61.73,Cu,,,YOLGUB,"[""1,1'-Dibenzyl-4,4'-bipyridinium""]","[""Cyano"", ""dicyano""]",,Yes,7.6,5.9,7.59
2238.66,1784.74,0.64,0.8,0.8,4.15,5.36,45.17,Cu,,,DOTFID,"[""Isonicotinamide"", ""Isonicotinate""]","[""Benzene-1,3,5-triyltris(methylene)""]",,Yes,9.23,5.76,9.2
3631.71,2129.19,0.78,1.33,0.59,5.89,8.04,51.23,Co,,,UNIFII,"[""2,4,6-tris(4-Pyridyl)1,3,5-triazine"", ""tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4'-Pyridyl)-1,3,5-triazine"", ""2,4,6-tri(pyridin-4-yl)-1,3,5-triazine"", ""2,4,6-Tripyridin-4-yl-1,3,5-triazine"", ""tris(4-pyridyl)-1,3,5-triazine"", ""2,4,6-tris(4-Pyridyl)triazine""]","[""isothiocyanate""]",,No,17.37,8.64,17.37
3588.78,1907.5,0.73,1.37,0.53,5.84,8.11,46.88,Fe,,,POBGAQ,"4,4',4'',4'''-(methanetetrayltetrakis(4,1-phenyleneethene-2,1-diyl))tetrapyridine",boranecarbonitrile,,No,12.1,9.87,11.94
3575.87,1667.35,0.77,1.65,0.47,5.82,8.83,45.15,Fe,,,POBGAQ01,"4,4',4'',4'''-(methanetetrayltetrakis(4,1-phenyleneethene-2,1-diyl))tetrapyridine",boranecarbonitrile,,No,13.29,10.46,13.29
4172.71,2324.09,0.73,1.31,0.56,6.55,8.45,51.38,Co,,,XENCAU,,"[""bromobenzene""]",,Yes,8.29,6.9,8.29
3227.86,2047.9,0.74,1.17,0.63,5.39,7.26,49.66,Zn,,,IYIHUU,"4,4'-ethene-1,2-diylbis(3-ethynylpyridine)","[""1,2,4,5-tetrakis(4-carboxylatephenyl)-3,6-dibromobenzene""]",,Yes,11.84,10.44,11.84
2414.14,2044.34,0.67,0.79,0.85,4.37,5.49,49.23,Zn,,,PIWSEV,"[""4,4'-(1,4-phenylene)dipyridine"", ""1,4-bis(4-Pyridyl)benzene"", ""4-(4-(pyridin-4-yl)phenyl)pyridine""]","[""1,3,5-tris(4-carboxylatephenyl)-2,4,6-trimethyl-benzene""]",,Yes,8.53,7.61,8.53
3645.63,2586.66,0.71,1,0.71,5.91,7.17,54.77,Zn,,,XUGSEY,,"[""Benzene-1,2,4,5-tetrabenzoate""]",,Yes,7.45,5.82,7.12
4386,2324.58,,1.36,0.53,6.81,8.76,50.87,Zn,,,LURGEL,(E)-1-(pyridin-4-yl)-2-(3-(trimethylsilylethynyl)pyridin-4-yl)ethene,"[""1,2,4,5-tetrakis(4-Carboxylatephenyl)benzene"", ""1,2,4,5-Tetrakis(4-carboxyphenyl)benzene""]",,No,,,
3262.24,2037.67,0.78,1.25,0.62,5.43,7.5,50.68,Cr,Zn,,SETSUH,"[""Isonicotinamide"", ""Isonicotinate""]","[""1,3,5-tris(4-Carboxyphenyl)benzene"", ""1,3,5-tris(4-carboxylatephenyl)benzene"", ""benzene-1,3,4-tribenzoate"", ""4,4',4''-benzene-1,3,5-tribenzoate""]",,Yes,12.36,8.83,12.35
1962.02,1600.87,0.66,0.8,0.82,3.79,5.11,43.94,Ni,Zn,,EGATIQ,"[""Pyridine""]","[""1,3,5-tris(4-Carboxyphenyl)benzene"", ""1,3,5-tris(4-carboxylatephenyl)benzene"", ""benzene-1,3,4-tribenzoate"", ""4,4',4''-benzene-1,3,5-tribenzoate""]",,Yes,10.62,9.36,10.61
4145.29,1646.09,0.84,2.12,0.4,6.51,10.5,46.59,Cu,,,VABKAN,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""2,5,8,11-tetrakis(4-Carboxylatephenyl)perylene""]",,Yes,25.16,13.84,25.13
4213.63,1629.94,0.85,2.19,0.39,6.6,10.73,46.5,Zn,,,VABKER,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""2,5,8,11-tetrakis(4-Carboxylatephenyl)perylene""]",,Yes,25.49,13.7,25.47
2061.46,1452.89,0.69,0.97,0.7,3.92,5.68,42.42,Zn,,,JENKET,"[""Pyridine""]","[""1,3,5-tris(4'-Carboxylate-1,1'-biphenyl-4-yl)benzene""]",,Yes,12.85,11.09,12.83
2413.78,1815.26,0.68,0.9,0.75,4.37,5.8,46.3,Zn,,,HUQHOS,"[""4,4'-Bipyridine"", ""4,4'-bipyridyl"", ""4,4'-Bipyridinium"", ""4,4'-bipyridine"", ""4,4'-dipyridyl""]","[""4',4'',4'''-Nitrilotribiphenyl-4-carboxylate""]",,Yes,9.74,7.14,9.74
2479.82,1763.31,0.68,0.96,0.71,4.45,6.03,45.59,Zn,,,HUQHIM,"[""N-(pyridin-4-yl)isonico"", ""N-(4-pyridyl)isonicotinamide"", ""N-(pyridin-4-yl)isonicotinamide""]","[""4',4'',4'''-Nitrilotribiphenyl-4-carboxylate""]",,Yes,10.23,8.71,10.2
2564.75,1802.86,0.69,0.98,0.7,4.56,6.16,46.12,Zn,,,HUQGOR,"[""4,4'-ethene-1,2-diyldipyridine"", ""1,2-bis(4-pyridyl)ethene"", ""4,4'-(ethene-1,2-diyl)dipyridine""]","[""4',4'',4'''-Nitrilotribiphenyl-4-carboxylate""]",,Yes,10.27,7.23,10.27
2633.19,1823.51,0.7,1,0.69,4.65,6.27,46.35,Cu,,,HUQGUX,"[""4,4'-ethene-1,2-diyldipyridine"", ""1,2-bis(4-pyridyl)ethene"", ""4,4'-(ethene-1,2-diyl)dipyridine""]","[""4',4'',4'''-Nitrilotribiphenyl-4-carboxylate""]",,Yes,10.24,7.27,10.15
2641.12,1853.59,0.69,0.98,0.7,4.66,6.22,46.59,Zn,,,HUQHAE,"[""4,4'-ethene-1,2-diyldipyridine"", ""1,2-bis(4-pyridyl)ethene"", ""4,4'-(ethene-1,2-diyl)dipyridine""]","[""4',4'',4'''-Nitrilotribiphenyl-4-carboxylate""]",,Yes,10.11,7.64,10.08
2933.88,1818.86,0.72,1.16,0.62,5.02,6.98,46.49,Zn,,,HUQHUY,"[""4,4'-(1,4-phenylene)dipyridine"", ""1,4-bis(4-Pyridyl)benzene"", ""4-(4-(pyridin-4-yl)phenyl)pyridine""]","[""4',4'',4'''-Nitrilotribiphenyl-4-carboxylate""]",,Yes,12.12,9.08,12.11
2983.95,2617.13,0.72,0.82,0.88,5.09,6.09,56.88,Cu,,,RIBTAZ,"[""N-methyl-2-pyrrolidinone"", ""N-methylpyrrolidin-2-one"", ""N-methyl-2-pyrrolidone"", ""1-methylpyrrolidin-2-one""]","5,5'-((6-((4-Carboxyphenyl)amine)-1,3,5-triazine-2,4-diyl)diimino)diisophthalate",,Yes,7.94,5.02,7.94
5185.13,2982.7,0.78,1.35,0.58,7.76,9.4,59.69,Cu,,,EPOTAF,"[""4-(3-(4-Carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis[(4-carboxylatephenoxy)methyl]propoxy)benzoate"", ""tetrakis[4-(carboxylatephenoxy)methyl]methane"", ""4-(3-(4-Carboxyphenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate""]","[""4-(3-(4-Carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis[(4-carboxylatephenoxy)methyl]propoxy)benzoate"", ""tetrakis[4-(carboxylatephenoxy)methyl]methane"", ""4-(3-(4-Carboxyphenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate""]",,Yes,7.63,6.61,7.6
3023.99,2332.16,0.77,1,0.77,5.14,6.62,54.67,Cu,,,QOFLAA,"[""N-methyl-2-pyrrolidinone"", ""N-methylpyrrolidin-2-one"", ""N-methyl-2-pyrrolidone"", ""1-methylpyrrolidin-2-one""]","[""3-carboxylate-1H-pyrazol-1-yl""]",,Yes,9.67,6.44,9.67
2201.63,1842.18,0.62,0.74,0.84,4.1,5.16,45.53,Zn,,,XUMNIE,"[""N,N,N',N'-tetrakis(4-(pyridin-4-yl)phenyl)biphenyl-4,4'-diamine""]","[""4'-formylbiphenyl-4-carboxylate""]",,No,7.93,5.01,7.93
2344.84,2310.11,0.64,0.65,0.99,4.28,5.06,52.51,Zn,,,YEKXET,"[""2,2'-Bipyridine-5,5'-dicarboxylate""]","[""formate""]",,Yes,6.45,5.02,5.8
3665,2088.86,0.74,1.3,0.57,5.93,7.99,49.46,Al,,,RIXPIZ,"[""1,3,5-tris(4-Carboxyphenyl)benzene"", ""1,3,5-tris(4-carboxylatephenyl)benzene"", ""benzene-1,3,4-tribenzoate"", ""4,4',4''-benzene-1,3,5-tribenzoate""]","[""formate""]",,No,9.95,8.43,9.95
2547.24,2281.69,0.63,0.7,0.9,4.54,5.37,50.85,Mg,,,YICDAR,"[""2,5-Diamineterephthalate""]","[""formate""]",,Yes,5.6,4.74,5.6
2572.07,2030.11,0.78,0.98,0.79,4.57,6.16,51.84,Mn,Cu,,UKAZEM,tetraphenylphosphonium,"[""mesoxalate""]",,Yes,10.77,8.65,10.77
3363.78,2413.7,0.77,1.07,0.72,5.56,7.11,54.91,Cr,Mn,,BEWVOQ,,"[""Oxalate""]",,No,10.24,8.29,10
3323.78,2373.05,0.77,1.07,0.71,5.51,7.07,54.35,Cr,Mn,,BEWWEH,,"[""Oxalate""]",,No,9.02,7.89,9.02
3332.74,2365.23,0.77,1.09,0.71,5.52,7.14,54.53,Mn,Cr,,GURPIT,"2,2'-(2,5,8,11-tetraazadodeca-1,11-diene-1,12-diyl)diphenolate","[""Oxalate""]",,No,9.17,7.73,9.1
3384.04,2357.29,0.79,1.13,0.7,5.58,7.29,54.76,Mn,Cr,,GURPUF,"2,2'-(2,5,8,11-tetraazadodeca-1,11-diene-1,12-diyl)diphenolate","[""Oxalate""]",,No,9.47,8.41,9.47
2395,2824.52,0.69,0.59,1.18,4.34,5.05,62.74,Cd,,,LALFEL,Diethylenetriamine,"[""Oxalate""]",,Yes,6.13,4.35,6.13
3370.77,2332.15,0.78,1.12,0.69,5.57,7.25,54.08,Mn,Cr,,PIQFIG,,"[""Oxalate""]",,No,9.2,7.8,9.2
2915.89,2395.2,0.74,0.9,0.82,5,6.25,54.76,Mn,Cr,,VINHIL,,"[""Oxalate""]",,No,8.7,7.07,8.27
2676.71,2165.4,0.73,0.9,0.81,4.7,6.04,51.97,Mn,Cr,,VINHOR,"Ethane-1,2-diylbis(((1H-imidazol-4-yl)methylene)ethane-1,2-diamine)","[""Oxalate""]",,Yes,9.98,7.28,9.98
3577.46,2371.82,0.8,1.2,0.66,5.82,7.64,54.87,Mn,Cr,,GUNFAW01,"[""2,2'-bipyridine"", ""2,2'-Bipyridyl"", ""Bipyridyl""]","[""Oxalate""]",,No,9.61,7.34,9.61
2915.1,2273.78,,0.93,0.78,5,6.33,52.72,Cr,Na,,ZUQVAI,"[""2,2'-bipyridine"", ""2,2'-Bipyridyl"", ""Bipyridyl""]","[""Oxalate""]",,No,,,
4060.77,2252.81,0.8,1.45,0.55,6.41,8.72,52.98,Cr,Na,,LIRFIB,"[""Methyltriphenylphosphine""]","[""Oxalate""]",,No,9.16,8.83,9.16
2181.03,1690.92,0.67,0.86,0.78,4.07,5.48,44.93,Cu,,,MOFKUO,"[""dihydrogen_phosphate"", ""phosphito"", ""Hydrogenphosphate"", ""phosphate""]","[""1,4-bis(1H-1,2,4-triazol-1-yl)butane"", ""1,4-bis(1,2,4-triazol-1-yl)butane"", ""1,1'-butane-1,4-diylbis(1H-1,2,4-triazole)""]",,Yes,10.07,5.89,10.03
2698.78,2178.07,0.74,0.91,0.81,4.73,6.08,52.28,Cu,,,ZIDBEV,"[""dihydrogen_phosphate"", ""phosphito"", ""Hydrogenphosphate"", ""phosphate""]","[""1,4-bis(1H-1,2,4-triazol-1-yl)butane"", ""1,4-bis(1,2,4-triazol-1-yl)butane"", ""1,1'-butane-1,4-diylbis(1H-1,2,4-triazole)""]",,Yes,9.63,5.48,9.63
2047.69,1611.54,0.67,0.85,0.79,3.9,5.33,44.3,Cu,,,GOSBOH,"[""dihydrogen_phosphate"", ""phosphito"", ""Hydrogenphosphate"", ""phosphate""]","[""1,1'-propane-1,3-diylbis(1H-1,2,4-triazole)""]",,Yes,10.37,8.95,10.37
2469,2309.49,0.67,0.72,0.94,4.44,5.35,52.85,Cd,Ca,,IYAKIE,"[""Terephthalate"", ""Tetradeuteroterephthalate"", ""Benzene-1,4-dicarboxylate"", ""1,4-Benzenedicarboxylate"", ""terephthtalate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,7.4,5.13,7.38
2392.52,2495.54,0.66,0.63,1.04,4.34,5.1,56.01,Co,Zn,,EWUKEO,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,6.02,4.91,6.02
2257.67,2208.16,0.7,0.71,0.98,4.17,5.13,52.86,Zn,,,MEFJOY,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,13.36,4.52,13.28
2267.5,2198.16,0.69,0.71,0.97,4.18,5.14,52.48,Zn,Cu,,MEFJUE,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,13.65,4.53,13.65
2942.66,2269.17,0.74,0.96,0.77,5.03,6.44,53.06,Zn,,,PEJNUP,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,9.74,9.14,9.67
2325.64,2216.88,0.69,0.72,0.95,4.26,5.22,52.47,Zn,,,RUPVAB,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,13.62,4.62,13.62
2276.97,2184.49,0.69,0.72,0.96,4.19,5.17,52.33,Zn,,,VEHKIE,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,13.77,4.51,13.77
2257.59,2185.15,0.69,0.71,0.97,4.17,5.13,52.31,Zn,,,XASNUD,"[""benzene-1,3,5-tricarboxylate"", ""benzene-1,3,5-tricarboxyate"", ""1,3-dicarboxylatebenzene-5-carboxylic"", ""1,3,5-Benzenetricarboxylate"", ""1,3,5-tricarboxylatebenzene"", ""3,5-dicarboxybenzoate"", ""5-carboxybenzene-1,3-dicarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,13.52,4.58,13.52
4587.82,2391.39,0.78,1.5,0.52,7.05,9.29,53.38,Ni,,,ADUWON,"3,3',3'',3''',3'''',3'''''-(Benzene-1,2,3,4,5,6-hexaylhexakis(methyleneoxy))hexabenzoate","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,16.38,6,16.38
2152.69,1906.99,0.64,0.72,0.89,4.04,5.06,47.21,Mn,,,BELVEV,"4,4',4''-phosphoryltribenzoate","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,6.99,4.92,6.99
2165.8,1865.56,0.67,0.78,0.86,4.05,5.24,47.63,Cd,,,JUYJIY,"1,1':4',1''-terphenyl-2,2'',5,5''-tetracarboxylate","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,8.94,6.41,8.94
3340.18,2078.93,0.78,1.25,0.62,5.53,7.57,50.99,Zn,,,MATXAJ,,"[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,12.5,9.05,12.41
2879.66,2172.96,0.74,0.97,0.75,4.96,6.41,51.68,Cu,,,UQETOB,"5,5'-(4H-1,2,4-triazole-3,5-diyl)bis(benzene-1,3-dicarboxylate)","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,15.47,6.67,15.46
2751.44,2058.38,0.72,0.96,0.75,4.79,6.27,50.03,Zn,,,URENEM,"4-carboxy-2-((4-((4-carboxyphenyl)amine)-6-((2,5-dicarboxyphenyl)amine)-1,3,5-triazin-2-yl)amine)benzoate","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,8.54,7.85,8.42
3272.96,2310.51,0.79,1.12,0.71,5.45,7.16,54.48,Ni,,,COXHIH,"[""Oxalate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,8.57,8.25,8.57
3486.15,2297.83,0.8,1.21,0.66,5.71,7.59,54.15,Fe,,,COXHON,"[""Oxalate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,8.8,8.47,8.8
3203.31,2313.21,0.79,1.1,0.72,5.36,7.05,54.77,Zn,,,XIYYEL,"[""Oxalate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,8.55,8.23,8.55
3742.25,2753.27,0.71,0.96,0.74,6.02,7.14,56.6,Mg,,,TAGTIH,"[""furan-2,5-dicarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,7.18,5.42,7.18
3286.89,2308.4,0.73,1.04,0.7,5.46,6.96,52.54,Mg,,,DAFYOB,"[""2,5-dioxyterephthalate"", ""2,5-dioxybenzene-1,4-dicarboxylate"", ""2,5-Dioxidoterephthalate"", ""2,5-dihydroxybenzene-1,4-dicarboxylate"", ""2,5-dioxido-1,4-benzenedicarboxylate"", ""2,5-Dioxidobenzene-1,4-dicarboxylate"", ""2,5-Dicarboxylatebenzene-1,4-diolate"", ""2,5-Dihydroxyterephthalate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,10.04,8.52,10.04
3604.43,2123.72,0.72,1.22,0.59,5.85,7.72,49.29,Mg,,,XUFYAA,"[""1,3,5-tris(4-Carboxyphenyl)benzene"", ""1,3,5-tris(4-carboxylatephenyl)benzene"", ""benzene-1,3,4-tribenzoate"", ""4,4',4''-benzene-1,3,5-tribenzoate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,16.8,4.61,16.77
2820.56,1946.61,0.69,1,0.69,4.88,6.44,47.5,Mg,,,XUFYEE,"[""1,3,5-tris(4-Carboxyphenyl)benzene"", ""1,3,5-tris(4-carboxylatephenyl)benzene"", ""benzene-1,3,4-tribenzoate"", ""4,4',4''-benzene-1,3,5-tribenzoate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,16.79,3.56,16.79
2787,2657.55,0.67,0.71,0.95,4.84,5.68,57.43,Zn,,,VURLIF,"[""3,3',5,5'-Azobenzenetetracarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,5.59,4.33,5.56
2526.09,2130.49,0.78,0.92,0.84,4.51,5.96,53.42,Co,,,OJOSEN,"[""4-(1H-tetrazol-5-yl)benzoate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,11.61,10.79,11.61
2876.28,2400.21,0.66,0.8,0.83,4.95,5.94,52.68,Ti,,,FUYCEJ,"[""triphenylene-2,3,6,7,10,11-hexolate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,4.9,3.78,4.87
4292.99,1877.39,0.83,1.9,0.44,6.69,10.07,48.95,V,,,FUYCIN,"[""triphenylene-2,3,6,7,10,11-hexolate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,11.39,11.12,11.38
2969.47,2377.49,0.73,0.91,0.8,5.07,6.32,54.06,Zn,,,PUGSER,"[""Biphenyl-3,4',5-tricarboxylate"", ""biphenyl-3,4',5-tricarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,9.41,8.83,9.4
3006.67,2226.36,0.74,1,0.74,5.11,6.6,52.36,Cd,,,QALHIX,"[""5,5',5''-(1,3,5-Triazine-2,4,6-triyltriimino)triisophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)tris(azanediyl)tri-isophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)tris(azanediyl)triisophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)-tris(azanediyl)tri-isophthalate"", ""2,4,6-tris(3,5-Dicarboxylatephenylamine)-1,3,5-triazine"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyltriazanediyl)tri(benzene-1,3-dicarboxylate)""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,10.93,5.92,10.86
2486.4,2188.03,,0.78,0.88,4.46,5.53,51.53,Cd,,,UYOXUC,"[""5,5',5''-(1,3,5-Triazine-2,4,6-triyltriimino)triisophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)tris(azanediyl)tri-isophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)tris(azanediyl)triisophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)-tris(azanediyl)tri-isophthalate"", ""2,4,6-tris(3,5-Dicarboxylatephenylamine)-1,3,5-triazine"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyltriazanediyl)tri(benzene-1,3-dicarboxylate)""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,,,
3371.05,2005.75,0.74,1.25,0.59,5.57,7.6,48.93,Zn,Na,,ZEZFIV,"[""5,5',5''-(1,3,5-Triazine-2,4,6-triyltriimino)triisophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)tris(azanediyl)tri-isophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)tris(azanediyl)triisophthalate"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyl)-tris(azanediyl)tri-isophthalate"", ""2,4,6-tris(3,5-Dicarboxylatephenylamine)-1,3,5-triazine"", ""5,5',5''-(1,3,5-triazine-2,4,6-triyltriazanediyl)tri(benzene-1,3-dicarboxylate)""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,10.69,9.42,10.69
3633.67,2204.88,0.8,1.32,0.61,5.89,8.01,52.85,Cu,,,FATQID,"[""3,5-bis(4-carboxylatephenyl)pyridine""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,11.53,8.55,11.53
3003.58,2082.92,0.68,0.98,0.69,5.11,6.55,48.58,Mg,,,WAQDOJ,"[""4,4'-pyridine-3,5-diyldibenzoate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,9.97,6.19,9.97
2799.35,2308.51,0.73,0.89,0.82,4.85,6.12,53.74,Cd,,,KUSDOT,"[""3,3',3''-(1,3,5-triazine-2,4,6-triyltriimino)tribenzoate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,9.52,8.4,9.52
2441.67,2049.14,0.64,0.77,0.84,4.4,5.46,48.5,Mn,,,OXALEF,"[""4-(3-(4-Carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate"", ""4-(3-(4-carboxylatephenoxy)-2,2-bis[(4-carboxylatephenoxy)methyl]propoxy)benzoate"", ""tetrakis[4-(carboxylatephenoxy)methyl]methane"", ""4-(3-(4-Carboxyphenoxy)-2,2-bis((4-carboxyphenoxy)methyl)propoxy)benzoate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,No,7.19,5.19,7.19
1514.86,1197.42,0.72,0.91,0.79,3.21,5.01,41.71,Sr,,,OPIFUQ,"[""bisthieno[2,3-e:2',3'-g][1]benzothiophene-2,5,8-tricarboxylate"", ""benzo[1,2-b:3,4-b':5,6-b'']tristhiophene-2,5,8-tricarboxylate""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,18,10.13,17.99
4657.62,2109.4,0.81,1.79,0.45,7.13,10.09,50.81,Ni,,,MIXZOK,"[""1,3,5-tris(3,5-di(4-carboxylatephenyl)phenyl)benzene"", ""1,3,5-tris(3,5-bis(4-carboxyphenyl)phenyl)benzene""]","[""dimethylammonium"", ""N,N-dimethylammonium"", ""N-methylmethanaminium""]",,Yes,13.19,9.81,13.18
