asa_grav [m²/g],asa_vol [m²/cm³],av_vf,pore_volume [cm³/g],density [g/cm³],nexc [wt. %],uptake_grav [wt. %],uptake_vol [g H2/L],metal1,metal2,metal3,csd_ref,name1,name2,name3,oms,lcd [Å],pld [Å],LFPD [Å]
2192.51,2044.77,0.68,0.73,0.93,4.09,5.12,50.37,Zn,,,TATPOV,"1,2,4,5-tetrakis(5-isophthalyl)benzene",,,Yes,8.95,6.4,8.94
2621.22,2116.71,0.68,0.84,0.81,4.63,5.82,49.9,Zn,,,TEMPAE,"2,2',6,6'-tetramethylbiphenyl-4,4'-dicarboxylate",,,No,9.75,4.32,9.75
3234.44,1916.3,0.75,1.26,0.59,5.4,7.51,48.09,Cu,,,TEMPEI,"2,2',6,6'-tetramethylbiphenyl-4,4'-dicarboxylate",,,Yes,15.71,10.87,15.71
2711.18,2218.52,0.67,0.81,0.82,4.74,5.82,50.55,Cd,,,TIXCIO,"1,3,5-tris(Imidazol-5-yl)benzene",,,No,8.52,4.05,8.51
3773.78,2258.24,0.78,1.31,0.6,6.06,8.1,52.78,Cu,,,TOFTIT,"5,5',5''-((2-aminebenzene-1,3,5-triyl)tris(1H-1,2,3-triazole-4,1-diyl))triisophthalate",,,Yes,20.17,6.28,20.17
4750.96,2737.54,0.77,1.33,0.58,7.24,8.99,56.89,Cu,,,TOHSAL,"2,2'-Diethoxy-1,1'-binaphthyl-4,4',6,6'-tetrakis(4-benzoate)",,,Yes,9.79,6.18,9.78
2681.7,2106.51,0.64,0.82,0.79,4.71,5.82,48.53,Fe,,,TONTIB,methyl(triphenyl)phosphonium,,,No,8.18,3.88,8.18
2525.15,2418.19,0.66,0.69,0.96,4.51,5.33,53.94,Cu,,,TOPKIT,"5-(Methylsulfanylmethyl)benzene-1,3-dicarboxylate",,,Yes,8.33,5.08,8.31
5211.38,2503.44,0.8,1.66,0.48,7.79,10.21,54.64,Cu,,,UMOBEF,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,12.5,6.04,12.43
5190.03,2624.2,0.79,1.57,0.51,7.76,9.97,55.97,Cu,,,UMOBEF01,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.73,5.98,11.73
5169.77,2648.86,0.79,1.54,0.51,7.74,9.87,56.13,Cu,,,UMOBEF02,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.75,6.1,11.75
5122.32,2779.47,0.78,1.43,0.54,7.68,9.55,57.32,Cu,,,UMOBEF03,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.2,6.07,11.2
4205.76,2696.95,0.73,1.14,0.64,6.59,8.03,55.96,Cu,,,UMOBEF04,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.83,5.93,9.83
3556.24,2487.48,0.71,1.01,0.7,5.8,7.12,53.58,Cu,,,UMOBEF05,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.82,6.14,9.81
3478.22,2451.84,0.71,1,0.7,5.7,7.02,53.22,Cu,,,UMOBEF06,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.74,6.13,9.74
3360.35,2412.56,0.7,0.98,0.72,5.55,6.86,52.9,Cu,,,UMOBEF07,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.65,6.11,9.65
3296.16,2381.06,0.7,0.97,0.72,5.47,6.78,52.53,Cu,,,UMOBEF08,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.53,6.08,9.53
3211.3,2350.62,0.7,0.95,0.73,5.37,6.65,52.14,Cu,,,UMOBEF09,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.31,6.04,8.13
5153.6,2747.45,0.77,1.45,0.53,7.72,9.63,56.82,Cu,,,UMODEH,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.96,5.36,10.96
5157.57,2642.07,0.78,1.52,0.51,7.73,9.81,55.74,Cu,,,UMODEH01,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.3,5.42,11.3
5184.43,2601.38,0.79,1.57,0.5,7.76,9.96,55.52,Cu,,,UMODEH02,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.81,5.47,11.81
5166.3,2634.97,0.79,1.54,0.51,7.74,9.87,55.86,Cu,,,UMODEH03,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.62,5.42,11.35
3393.43,2361.16,0.74,1.06,0.7,5.59,7.11,53.24,Cu,,,WAQKUX,"5'-amine-1,1':3',1''-terphenyl-3,3'',5,5''-tetracarboxylate",,,Yes,11.77,6.99,11.77
5154.94,2752.39,0.77,1.44,0.53,7.72,9.61,56.74,Cu,,,UMODEH04,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.37,5.35,11.37
5128.3,2818.73,0.76,1.39,0.55,7.69,9.46,57.41,Cu,,,UMODEH05,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.16,5.28,11.16
5143.68,2855.76,0.77,1.38,0.56,7.71,9.44,57.9,Cu,,,UMODEH06,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.17,5.25,11.17
5131.77,2863.98,0.76,1.36,0.56,7.7,9.38,57.78,Cu,,,UMODEH07,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.33,5.25,11.33
4363.91,2827.66,0.72,1.11,0.65,6.78,8.08,56.97,Cu,,,UMODEH08,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,7.51,5.2,6.3
3558.48,2563.17,0.7,0.97,0.72,5.8,7.01,54.29,Cu,,,UMODEH09,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,7.58,5.1,6.15
3286.83,2428.99,0.69,0.93,0.74,5.46,6.66,52.74,Cu,,,UMODEH10,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,8.27,5.11,6.12
3187.54,2393.61,0.68,0.91,0.75,5.34,6.52,52.36,Cu,,,UMODEH11,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,7.88,5.11,6.01
3172.27,2382.98,0.68,0.9,0.75,5.32,6.48,52.03,Cu,,,UMODEH12,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,7.73,5.1,6.08
5190.06,2804.02,0.77,1.43,0.54,7.76,9.61,57.44,Cu,,,UMODEH14,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.13,5.34,11.13
5150.56,2720.83,0.78,1.47,0.53,7.72,9.68,56.61,Cu,,,UMODEH15,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.39,5.37,11.39
5172.75,2451.04,0.8,1.69,0.47,7.74,10.26,54.15,Cu,,,UMODEH16,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,13.03,5.99,13.03
5133.22,2915.72,0.76,1.34,0.57,7.7,9.33,58.46,Cu,,,UMODEH17,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.09,5.26,11.09
5223.93,2756.54,0.77,1.47,0.53,7.8,9.74,56.94,Cu,,,UMODEH18,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,12.07,5.35,12.07
4232.98,2729.74,0.73,1.13,0.64,6.62,8.02,56.25,Cu,,,UMODEH19,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.53,6.15,9.53
5015.39,2920.59,0.75,1.28,0.58,7.56,9.08,58.15,Cu,,,UMODEH20,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.82,5.2,6.38
5069.08,2919.56,0.75,1.3,0.58,7.62,9.18,58.19,Cu,,,UMODEH21,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.91,5.23,9.91
5138.64,2866.15,0.76,1.36,0.56,7.7,9.39,57.79,Cu,,,UMODEH22,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.43,5.27,10.43
5171.89,2770.05,0.77,1.44,0.54,7.74,9.62,57.01,Cu,,,UMODEH23,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.16,5.34,11.16
5159.71,2746.88,0.77,1.45,0.53,7.73,9.64,56.77,Cu,,,UMODEH24,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.43,5.37,11.43
5046.92,2933.81,0.74,1.28,0.58,7.6,9.11,58.23,Cu,,,UMODEH25,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,9.75,5.2,6.4
5217.08,2621.26,0.79,1.58,0.5,7.8,10.01,55.92,Cu,,,UMOVEZ,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.79,5.97,11.76
5182.06,2889.19,0.76,1.37,0.56,7.75,9.45,58.19,Cu,,,UMOVEZ01,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.37,5.68,10
5204.42,2884.62,0.77,1.39,0.55,7.78,9.52,58.32,Cu,,,UMOVEZ02,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.41,5.7,10.41
5216.45,2802.84,0.77,1.44,0.54,7.8,9.66,57.44,Cu,,,UMOVEZ03,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.92,5.82,10.17
5211.14,2715.35,0.78,1.51,0.52,7.79,9.83,56.82,Cu,,,UMOVEZ04,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.43,6,11.43
5186.51,2888.61,0.77,1.38,0.56,7.76,9.48,58.32,Cu,,,UMOVEZ05,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.32,5.66,10.32
5153.36,2551.4,0.8,1.61,0.5,7.72,10.04,55.24,Cu,,,UMOVID,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,12.08,6.02,11.78
5172.97,2488.51,0.8,1.66,0.48,7.74,10.18,54.53,Cu,,,UMOVOJ,"4,4'-Dimethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,12.45,6.05,11.64
5071.38,2921.2,0.75,1.31,0.58,7.62,9.2,58.39,Cu,,,UMOZUT,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.2,5.23,10.2
5054,2914.77,0.75,1.31,0.58,7.6,9.19,58.36,Cu,,,UMUBAH,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.24,5.24,10.24
5151.62,2914.18,0.76,1.34,0.57,7.72,9.35,58.33,Cu,,,UMUBEL,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.43,5.3,10.43
5199.61,2831.33,0.77,1.41,0.54,7.78,9.57,57.61,Cu,,,UMUBIP,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,11.24,5.32,11.24
5052.94,2938.31,0.75,1.29,0.58,7.6,9.14,58.47,Cu,,,UMUBOV,"4,4'-Diethoxy-3,3',5,5'-tetrakis(4-carboxylatephenyl)biphenyl",,,Yes,10.36,5.21,10.36
1745.71,1312.92,0.72,0.96,0.75,3.51,5.36,42.62,Ni,,,UTEWOG,"1,3,5-tris(pyrazol-2-yl)benzene",,,Yes,14.59,9.55,14.59
1799.7,1324.75,0.73,1,0.74,3.58,5.52,43.04,Cu,,,UTEWUM,"1,3,5-tris(pyrazol-2-yl)benzene",,,Yes,14.99,9.9,14.99
2929.42,2243.91,0.7,0.92,0.77,5.02,6.32,51.65,Cu,,,UVEVUN,"5,5'-(pyridine-3,5-diyldiethyne-2,1-diyl)diisophthalate",,,Yes,13.09,6.53,13.09
2247.87,2140.18,0.64,0.67,0.95,4.16,5.01,50.17,Zn,,,UWELIS,5-(Isonicotinoylamine)isophthalate,,,Yes,5.99,4.58,5.83
3554.86,2056.55,0.79,1.36,0.58,5.79,8.05,50.64,Cu,,,UXOHOG,5-((4-carboxylate-2-methylphenyl)ethynyl)isophthalate,,,Yes,14.79,10.72,14.79
2498.74,2160.34,0.65,0.75,0.86,4.48,5.46,49.92,Cd,,,UZOBAN,"4,4',4'',4'''-cyclobutane-1,2,3,4-tetrayltetrapyridine",,,Yes,6.17,4.44,6.17
2595.42,2214.19,0.65,0.76,0.85,4.6,5.57,50.36,Zn,,,VANHEA,"4,4',4''-(9H-carbazole-2,7,9-triyl)tribenzoate",,,Yes,8.56,6,8.56
5633.74,1757.5,0.87,2.78,0.31,8.28,13.27,47.75,Cu,,,VETMIS,"6,6',6'',6'''-((5'-(4-(bis(6-carboxynaphthalen-2-yl)amine)phenyl)-[1,1':3',1''-terphenyl]-4,4''-diyl)bis(azanetri-yl))-tetrakis(2-naphthoate)",,,Yes,17.24,11.95,17.23
2094.53,1152.25,0.75,1.36,0.55,3.96,6.78,40.01,Mn,,,VETSOE,"7,12-bis(3-hydroxydioxiran-3-yl)-5,5,10,10,15,15-hexamethyl-10,15-dihydro-5H-diindeno[1,2-a:1',2'-c]fluorene-2-carboxylate",,,Yes,20.9,12.46,20.9
2033.18,1189.43,0.76,1.29,0.59,3.88,6.53,40.9,Ni,,,VETTAR,"7,12-bis(3-hydroxydioxiran-3-yl)-5,5,10,10,15,15-hexamethyl-10,15-dihydro-5H-diindeno[1,2-a:1',2'-c]fluorene-2-carboxylate",,,Yes,20.44,12.01,20.44
2078.48,1117.38,0.76,1.42,0.54,3.94,6.93,40.02,Fe,,,VETTIZ,"7,12-bis(3-hydroxydioxiran-3-yl)-5,5,10,10,15,15-hexamethyl-10,15-dihydro-5H-diindeno[1,2-a:1',2'-c]fluorene-2-carboxylate",,,Yes,21.62,12.85,21.62
2713.58,2407.2,0.74,0.83,0.89,4.75,5.88,55.37,Cd,,,VIDVUB,"[""5-(3,5-dicarboxybenzyloxy)isophthalate"", ""5-(3,5-Dicarboxylatebenzyloxy)isophthalate""]",,,Yes,8.76,6.77,8.76
3408.24,2354.05,0.77,1.12,0.69,5.61,7.28,54.25,Cu,,,VIXPUP01,"5,5'-((1,2-dioxoethane-1,2-diyl)di-imino)di-isophthalate",,,Yes,10.94,6.91,10.85
3503.12,2666.36,0.74,0.97,0.76,5.73,6.96,56.94,Zn,,,VIZSOO,"2,5,8-tri(pyridin-4-yl)-1H-1,3,4,6,7,9-hexaazaphenalen-1-yl",,,No,10.55,4.56,10.55
4145.12,2139.35,0.8,1.55,0.52,6.51,9.05,51.34,Cu,,,VUJBOS,"tris(2-(3,5-Dicarboxylatephenyl)ethynylphenyl)amine",,,Yes,20.88,7.66,20.88
3278.19,2435.38,0.73,0.98,0.74,5.45,6.79,54.12,Cu,,,WANHIF,"3'-nitro-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate",,,Yes,11.33,6.15,11.33
2756.54,2322.16,0.7,0.84,0.84,4.8,5.94,53.22,Cu,,,WANHOL,"3'-fluoro-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate",,,Yes,11.34,4.69,11.34
2644.5,2186.19,0.68,0.82,0.83,4.66,5.79,50.77,Cu,,,WANHUR,"3'-methyl-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate",,,Yes,11.35,4.37,11.35
4104.38,2729.5,0.76,1.15,0.67,6.47,7.97,57.55,Zn,,,WAQFIG,"5,5'-[thiene-2,5-diylbis(carbonylazanediyl)]di(benzene-1,3-dicarboxylate)",,,Yes,8.55,6.43,8.55
2565.84,2039.53,0.74,0.93,0.79,4.56,6.02,50.91,Zn,,,WAQTEQ,"4-(3,5-dicarboxylatephenylaminecarbonyl)pyrazolate",,,Yes,11.92,7,11.92
3190.5,2346.78,0.73,1,0.74,5.34,6.77,53.39,Cu,,,WARXUL,"5-methoxy-1,3-bis(3,5-dicarboxylatephenyl)benzene",,,Yes,10.57,6.77,10.57
3147.73,2326.74,0.72,0.98,0.74,5.29,6.67,52.87,Cu,,,WETPES,"5,5'-(4aH-fluorene-2,7-diyl)dibenzene-1,3-dicarboxylate",,,Yes,11.77,5.56,10.54
2900.02,1702.14,0.78,1.32,0.59,4.98,7.38,46.75,Zn,,,WITKIV,"4,4',4'',4''',4'''',4'''''-(1,3,5,2,4,6-triazatriphosphinine-2,2,4,4,6,6-hexaylhexakis(oxy))hexabenzoate",,,Yes,20.46,11.48,20.46
2481.08,2253.73,0.63,0.69,0.91,4.45,5.28,50.61,Cu,,,WIZKOH,"1-(3,5-Dicarboxyphenyl)-4-(pyridin-4-yl)pyridinium",,,No,6.1,4.23,6.08
3966.07,2477.67,0.74,1.19,0.62,6.3,7.95,53.97,Mn,,,WOLREV,tetrakis(4-(Tetrazol-5-yl)phenyl)methane,,,Yes,9.92,5.89,9.92
2291.56,2127.88,0.72,0.77,0.93,4.21,5.33,52.24,Cu,,,WOLRIZ,tetrakis(4-(Tetrazol-5-yl)phenyl)methane,,,Yes,11.04,6.52,11.04
2282.94,2088.61,0.73,0.8,0.91,4.2,5.4,52.25,Cu,,,WOLROF,tetrakis(4-(Tetrazol-5-yl)phenyl)methane,,,Yes,12.07,6.65,12.07
3238.42,1687.89,0.84,1.61,0.52,5.4,8.44,48.03,Cu,,,WOMXED,"9-[4-((3,5-bis[(4,4''-dicarboxylate-1,1':3',1''-terphenyl-5'-yl)ethynyl]phenyl)ethynyl)phenyl]-9H-carbazole-3,6-dicarboxylate",,,Yes,23.6,14.93,20.36
3712.64,2839.31,0.72,0.94,0.76,5.99,7.07,58.2,Cu,,,WORREC,"3,3',3'',3'''-benzene-1,2,4,5-tetrayltetrakisprop-2-enoate",,,Yes,7.54,5.77,7.53
2486.37,2385,0.66,0.69,0.96,4.46,5.28,53.52,Cd,,,WOTSEF,N-(1-(Pyrazin-2-yl)ethylidene)pyridine-3-carbohydrazonate,,,Yes,5.64,4.87,5.64
2916.02,2290.99,0.73,0.93,0.79,5,6.33,53.11,Zn,,,WOYHUP,"5,5'-(1H-imidazol-3-ium-1,3-diyl)dibenzene-1,3-dicarboxylate",,,Yes,12.05,5.92,11.92
2687.86,2229.7,0.71,0.86,0.83,4.71,5.94,52.34,Zn,,,WOYJAX,"5,5'-(1H-imidazol-3-ium-1,3-diyl)dibenzene-1,3-dicarboxylate",,,Yes,12.27,5.81,12.27
2820.29,2262.64,0.72,0.9,0.8,4.88,6.16,52.7,Zn,,,WOYJEB,"5,5'-(1H-imidazol-3-ium-1,3-diyl)dibenzene-1,3-dicarboxylate",,,Yes,12.33,5.95,12.3
2836.54,2266.72,0.72,0.9,0.8,4.9,6.18,52.63,Cu,,,WOYJIF,"5,5'-(1H-imidazol-3-ium-1,3-diyl)dibenzene-1,3-dicarboxylate",,,Yes,12.33,5.92,11.43
2729.05,2240.31,0.72,0.87,0.82,4.77,6,52.4,Cu,,,WOYJOL,"5,5'-(1H-imidazol-3-ium-1,3-diyl)dibenzene-1,3-dicarboxylate",,,Yes,12.52,5.76,12.52
3806.08,2262.76,0.79,1.33,0.59,6.1,8.19,53,Cu,,,WUKXEH,"1,3,5-tris(N-(3,5-dicarboxyphenyl)-1,2,3-triazen-4-yl)benzene",,,Yes,20.09,6.6,20.09
2276.91,1718.63,0.75,0.99,0.75,4.19,5.93,47.55,Zr,,,WUTBEU,"5,5'-(1,2,4,5-tetrazine-3,6-diyl)bis(2-hydroxybenzene-1,3-diolate)",,,No,12.66,12.45,12.66
2562.65,2035.41,0.68,0.85,0.79,4.56,5.8,48.86,Cd,,,WUYWIY,"3,3',5,5'-tetrakis(p-carboxylatephenyl)-2,2',6,6'-tetramethoxy-1,1'-biphenyl",,,No,9.11,5.82,9.1
2516.92,2027.45,0.68,0.84,0.81,4.5,5.73,48.93,Cd,,,WUYWOE,"3,3',5,5'-tetrakis(p-carboxylatephenyl)-2,2',6,6'-tetramethoxy-1,1'-biphenyl",,,No,9.31,6.14,9.25
2900.75,2021.29,0.69,0.99,0.7,4.98,6.48,48.31,Cu,,,WUYXAR,"3,3',5,5'-tetrakis(p-carboxylatephenyl)-2,2',6,6'-tetramethoxy-1,1'-biphenyl",,,No,9.35,6.17,9.35
2612.77,1983.21,0.66,0.87,0.76,4.62,5.9,47.55,Mn,Cd,,WUYXOF,"3,3',5,5'-tetrakis(p-carboxylatephenyl)-2,2',6,6'-tetramethoxy-1,1'-biphenyl",,,No,9.06,5.18,9.06
2768.88,2050.34,0.68,0.91,0.74,4.82,6.15,48.49,Zn,,,WUYYOG,"3,3',5,5'-tetrakis(p-carboxylatephenyl)-2,2',6,6'-tetramethoxy-1,1'-biphenyl",,,Yes,8.73,6.23,8.71
2716.93,2013.56,0.68,0.91,0.74,4.75,6.1,48.14,Cd,Ca,,WUZGAB,"3,3',5,5'-tetrakis(p-carboxylatephenyl)-2,2',6,6'-tetramethoxy-1,1'-biphenyl",,,No,9.39,6.06,9.39
3201.36,2299,0.73,1.01,0.72,5.36,6.8,52.43,Cu,,,XAHPAZ,"2,2'-diethoxy-1,1'-binaphthalene-4,4',6,6'-tetracarboxylate",,,Yes,8.6,7.41,8.6
5199.04,1946.72,0.84,2.24,0.37,7.77,11.64,49.34,Cu,,,XAHPED,"3,3',3'',3'''-(2,2'-diethoxy-1,1'-binaphthalene-4,4',6,6'-tetrayl)tetrakis(acrylate)",,,Yes,12.37,10.87,12.34
4748.26,1691.25,0.87,2.44,0.36,7.24,11.77,47.53,Cu,,,XAHPIH,"3,3',3'',3'''-(2,2'-dihydroxy-1,1'-binaphthalene-4,4',6,6'-tetrayl)tetrakis(acrylate)",,,Yes,14.32,13.38,14.23
5193.45,1476.32,0.89,3.12,0.28,7.77,13.74,45.27,Cu,,,XAHPON,"4,4',4'',4'''-(2,2'-dihydroxy-1,1'-binaphthalene-4,4',6,6'-tetrayl)tetrakis(benzoate)",,,Yes,17.3,15.33,17.3
6179.32,1104.09,0.92,5.12,0.18,8.92,18.82,41.42,Cu,,,XAHPUT,"4,4',4'',4'''-((2,2'-diethoxy-1,1'-binaphthalene-4,4',6,6'-tetrayl)tetraethene-2,1-diyl)tetrabenzoate",,,Yes,21.83,20.59,21.83
6105.88,1040.62,0.93,5.45,0.17,8.83,19.45,41.14,Cu,,,XAHQAA,"4,4',4'',4'''-((2,2'-dihydroxy-1,1'-binaphthalene-4,4',6,6'-tetrayl)tetraethene-2,1-diyl)tetrabenzoate",,,Yes,23.04,21.61,23.03
3510.47,2284.21,0.76,1.17,0.65,5.74,7.51,52.8,Zn,,,XALDAS,"2-((propane-1-sulfonyl)methyl)biphenyl-4,4'-dicarboxylate",,,Yes,11.14,9.04,11.14
2947.89,2165.04,0.71,0.96,0.73,5.04,6.44,50.58,Co,,,XALMII,"4,4'-((4,4'-bipyridine)-2,6-diyl)dibenzoate",,,Yes,10.31,8.99,10.23
3513.08,1877.9,0.78,1.46,0.53,5.74,8.28,48.24,Cu,,,XAVKIR,"5,5'-[pyridine-3,5-diylbis(carbonyliminonaphthalene-6,2-diylcarbonylimino)]bis(benzene-1,3-dicarboxylate)",,,Yes,15.63,12.51,15.63
4721.18,2191.63,0.81,1.75,0.46,7.21,10.04,51.8,Cu,,,XAWVUN,"N,N,N',N'-tetrakis(4-Carboxyphenyl)1,4-phenylenediamine",,,Yes,10.79,9.22,10.78
4692.86,2182.46,0.81,1.75,0.47,7.17,10.01,51.76,Cu,,,XEBHOC,"N,N,N',N'-tetrakis(4-Carboxyphenyl)1,4-phenylenediamine",,,Yes,12.08,9.91,12.06
5407.15,1628.27,0.88,2.91,0.3,8.02,13.41,46.63,Cu,,,XONLES,"2,2'-Diethoxy-1,1'-binaphthyl-4,4',6,6'-tetrakis(4-benzoate)",,,Yes,15.5,14.17,15.5
5408.75,1639.83,0.87,2.87,0.3,8.02,13.32,46.57,Cu,,,XONLES01,"2,2'-Diethoxy-1,1'-binaphthyl-4,4',6,6'-tetrakis(4-benzoate)",,,Yes,15.55,13.97,15.55
2095.91,1735.59,0.63,0.76,0.83,3.96,5.12,44.69,Mn,,,XOTSEG,"4,4'-(Pyridine-3,5-diylbis(carbonylimino))dibenzoate",,,Yes,8.79,6.46,8.78
4968.9,2012.2,0.84,2.09,0.4,7.5,11.09,50.51,Cu,,,XOVPUU,"4,4',4'',4'''-(2,2'-Dihydroxy-1,1'-biphenyl-3,3',5,5'-tetrayl)tetrabenzoate",,,Yes,11.46,9.77,11.46
4618.32,2002.7,0.82,1.9,0.43,7.08,10.33,49.97,Zn,,,XOVQEF,"4,4',4'',4'''-(2,2'-Dihydroxy-1,1'-biphenyl-3,3',5,5'-tetrayl)tetrabenzoate",,,Yes,13.74,11.43,13.4
4653.12,2292.38,0.81,1.64,0.49,7.13,9.7,52.93,Cu,,,XUDNUH,"4,4',4'',4'''-(1,3-phenylenedinitrilo)tetrabenzoate",,,Yes,12.36,6.84,12.36
2402.97,1954.3,0.71,0.87,0.81,4.35,5.71,49.22,Zn,,,XUFWOM,"biphenyl-2,3',5,5'-tetracarboxylate",,,Yes,9.13,8.19,9.13
2926.74,2433.8,0.72,0.86,0.83,5.01,6.15,54.49,Cu,,,YAFJEX,"1,4-bis(3,5-dicarboxylatephenyl)piperazine",,,Yes,11.03,6.06,11.03
2254.56,2356.03,0.74,0.7,1.05,4.17,5.1,56.11,Cu,,,YASVOG,"5-(4-((3,5-dicarboxylatephenoxy)methyl)-1H-1,2,3-triazol-1-yl)benzene-1,3-dicarboxylate",,,Yes,12.05,6.28,11.18
3105.5,2738.41,0.73,0.82,0.88,5.24,6.2,58.28,Zn,,,YASVUM,"5-(4-((3,5-dicarboxylatephenoxy)methyl)-1H-1,2,3-triazol-1-yl)benzene-1,3-dicarboxylate",,,Yes,7.5,5.5,7.38
2271.51,1940.85,0.67,0.78,0.85,4.19,5.34,48.17,Zn,,,YAVZUT,"2',5'-di-sec-butoxy-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate",,,Yes,9.86,4.91,9.72
2253.21,1928.74,0.66,0.78,0.86,4.16,5.32,48.1,Zn,,,YAWBAC,"2',5'-bis(2-methylbutoxy)-1,1':4',1''-terphenyl-3,3'',5,5''-tetracarboxylate",,,Yes,10.45,5.49,10.27
